INSPECTION_STATUS,VIOLATION_CODE,VIOLATION_STATUS,INSPECTION_CATEGORY,PROPERTY_GROUP,LONGITUDE,LATITUDE,DEPARTMENT_BUREAU
FAILED,CN197087,OPEN,COMPLAINT,small,-87.798718,41.938224,SPECIAL TASK FORCE
FAILED,CN197019,OPEN,COMPLAINT,small,-87.719127,41.902219,CONSERVATION
FAILED,CN198019,OPEN,COMPLAINT,small,-87.751944,41.901914,CONSERVATION
FAILED,CN065014,OPEN,PERIODIC,small,-87.670799,42.006495,CONSERVATION
FAILED,CN197087,OPEN,COMPLAINT,small,-87.685182,41.785714,CONSERVATION
FAILED,EV1110,OPEN,PERMIT,small,-87.633875,41.880769,ELEVATOR
FAILED,CN015012,OPEN,COMPLAINT,small,-87.681067,41.801960,CONSERVATION
FAILED,EV1111,OPEN,PERMIT,small,-87.621704,41.891086,ELEVATOR
FAILED,EV1110,COMPLIED,PERIODIC,small,-87.657731,41.994475,ELEVATOR
FAILED,CN075014,OPEN,COMPLAINT,small,-87.702470,41.990536,CONSERVATION
FAILED,PL194029,OPEN,COMPLAINT,small,-87.689628,41.984726,SPECIAL TASK FORCE
FAILED,CN076034,OPEN,PERIODIC,small,-87.675674,41.794013,SPECIAL INSPECTION PROGRAM
FAILED,CN138106,OPEN,PERIODIC,small,-87.727087,41.972615,CONSERVATION
FAILED,CN197019,OPEN,COMPLAINT,small,-87.728679,41.809319,CONSERVATION
FAILED,CN070034,OPEN,COMPLAINT,small,-87.669850,41.856940,CONSERVATION
FAILED,NC2071,OPEN,COMPLAINT,small,-87.771022,41.924503,CONSERVATION
FAILED,CN105015,OPEN,COMPLAINT,small,-87.613330,41.686314,CONSERVATION
FAILED,CN136026,OPEN,COMPLAINT,small,-87.784179,41.971430,CONSERVATION
FAILED,CN070034,OPEN,COMPLAINT,small,-87.651075,41.747155,CONSERVATION
FAILED,CN062034,OPEN,PERIODIC,small,-87.601567,41.746835,CONSERVATION
FAILED,NC2011,OPEN,COMPLAINT,small,-87.611501,41.738799,NEW CONSTRUCTION
FAILED,CN073024,OPEN,PERIODIC,small,-87.716508,41.934479,CONSERVATION
FAILED,CN190019,OPEN,PERIODIC,small,-87.701786,41.771801,CONSERVATION
FAILED,NC2011,OPEN,COMPLAINT,small,-87.740361,41.800164,CONSERVATION
FAILED,CN134016,OPEN,COMPLAINT,small,-87.656460,41.802935,CONSERVATION
FAILED,CN198019,OPEN,PERIODIC,small,-87.656680,41.918168,CONSERVATION
FAILED,CN031013,OPEN,COMPLAINT,small,-87.606185,41.763930,CONSERVATION
FAILED,CN104015,OPEN,PERIODIC,small,-87.616055,41.791943,CONSERVATION
FAILED,NC2022,OPEN,COMPLAINT,small,-87.637381,41.838271,NEW CONSTRUCTION
